uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
MG,PNEUMONIA,HOSPITAL,"80 - 89",F,3392
MG,PNEUMONIA,HOSPITAL,"80 - 89",I,2
MG,PNEUMONIA,HOSPITAL,"80 - 89",M,3088
MG,PNEUMONIA,IGNORADO,"80 - 89",F,35
MG,PNEUMONIA,IGNORADO,"80 - 89",I,2
MG,PNEUMONIA,IGNORADO,"80 - 89",M,46
MG,PNEUMONIA,OUTRO,"80 - 89",F,26
MG,PNEUMONIA,OUTRO,"80 - 89",M,34
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,242
MG,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,221
MG,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,3
MG,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,5
MG,SEPTICEMIA,DOMICILIO,"80 - 89",F,60
MG,SEPTICEMIA,DOMICILIO,"80 - 89",M,49
MG,SEPTICEMIA,HOSPITAL,"80 - 89",F,2541
MG,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
MG,SEPTICEMIA,HOSPITAL,"80 - 89",M,1919
MG,SEPTICEMIA,IGNORADO,"80 - 89",F,22
MG,SEPTICEMIA,IGNORADO,"80 - 89",I,5
MG,SEPTICEMIA,IGNORADO,"80 - 89",M,29
MG,SEPTICEMIA,OUTRO,"80 - 89",F,17
MG,SEPTICEMIA,OUTRO,"80 - 89",M,15
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,197
MG,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,134
MG,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
MG,SEPTICEMIA,VIA_PUBLICA,"80 - 89",M,1
MG,SRAG,DOMICILIO,"80 - 89",F,5
MG,SRAG,DOMICILIO,"80 - 89",M,1
MG,SRAG,HOSPITAL,"80 - 89",F,28
MG,SRAG,HOSPITAL,"80 - 89",M,19
MG,SRAG,IGNORADO,"80 - 89",F,2
MG,SRAG,IGNORADO,"80 - 89",M,1
MG,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
MG,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
MS,OUTRAS,DOMICILIO,"80 - 89",F,237
MS,OUTRAS,DOMICILIO,"80 - 89",M,281
MS,OUTRAS,HOSPITAL,"80 - 89",F,379
MS,OUTRAS,HOSPITAL,"80 - 89",M,365
MS,OUTRAS,IGNORADO,"80 - 89",F,1
MS,OUTRAS,OUTRO,"80 - 89",F,12
MS,OUTRAS,OUTRO,"80 - 89",M,11
MS,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
MS,OUTRAS,POSTO_SAUDE,"80 - 89",M,3
MS,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
MS,OUTRAS,VIA_PUBLICA,"80 - 89",M,7
MS,COVID,HOSPITAL,"80 - 89",F,14
MS,COVID,HOSPITAL,"80 - 89",M,16
MS,INDETERMINADA,DOMICILIO,"80 - 89",F,7
MS,INDETERMINADA,DOMICILIO,"80 - 89",M,11
MS,INDETERMINADA,HOSPITAL,"80 - 89",F,1
MS,INDETERMINADA,HOSPITAL,"80 - 89",M,1
MS,INDETERMINADA,POSTO_SAUDE,"80 - 89",M,1
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,22
MS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,36
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,111
MS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,77
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,1
MS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,1
MS,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,1
MS,PNEUMONIA,DOMICILIO,"80 - 89",F,13
MS,PNEUMONIA,DOMICILIO,"80 - 89",M,22
MS,PNEUMONIA,HOSPITAL,"80 - 89",F,406
MS,PNEUMONIA,HOSPITAL,"80 - 89",M,451
MS,PNEUMONIA,OUTRO,"80 - 89",F,2
MS,PNEUMONIA,OUTRO,"80 - 89",M,2
MS,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
MS,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
MS,SEPTICEMIA,DOMICILIO,"80 - 89",F,1
MS,SEPTICEMIA,DOMICILIO,"80 - 89",M,7
MS,SEPTICEMIA,HOSPITAL,"80 - 89",F,259
MS,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
MS,SEPTICEMIA,HOSPITAL,"80 - 89",M,184
MS,SEPTICEMIA,OUTRO,"80 - 89",F,1
MS,SEPTICEMIA,OUTRO,"80 - 89",M,2
MS,SEPTICEMIA,POSTO_SAUDE,"80 - 89",F,1
MS,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,2
MS,SRAG,DOMICILIO,"80 - 89",M,1
MS,SRAG,HOSPITAL,"80 - 89",F,4
MS,SRAG,HOSPITAL,"80 - 89",M,6
MT,OUTRAS,DOMICILIO,"80 - 89",F,161
MT,OUTRAS,DOMICILIO,"80 - 89",M,167
MT,OUTRAS,HOSPITAL,"80 - 89",F,245
MT,OUTRAS,HOSPITAL,"80 - 89",I,2
MT,OUTRAS,HOSPITAL,"80 - 89",M,297
MT,OUTRAS,IGNORADO,"80 - 89",F,156
MT,OUTRAS,IGNORADO,"80 - 89",M,174
MT,OUTRAS,OUTRO,"80 - 89",F,48
MT,OUTRAS,OUTRO,"80 - 89",M,50
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
MT,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,3
MT,OUTRAS,SAMU,"80 - 89",M,1
MT,OUTRAS,VIA_PUBLICA,"80 - 89",M,3
MT,COVID,DOMICILIO,"80 - 89",M,2
MT,COVID,HOSPITAL,"80 - 89",F,5
MT,COVID,HOSPITAL,"80 - 89",I,1
MT,COVID,HOSPITAL,"80 - 89",M,7
MT,COVID,IGNORADO,"80 - 89",F,5
MT,COVID,IGNORADO,"80 - 89",M,4
MT,COVID,OUTRO,"80 - 89",F,1
MT,COVID,OUTRO,"80 - 89",M,1
MT,INDETERMINADA,DOMICILIO,"80 - 89",F,1
MT,INDETERMINADA,DOMICILIO,"80 - 89",M,1
MT,INDETERMINADA,HOSPITAL,"80 - 89",F,1
MT,INDETERMINADA,IGNORADO,"80 - 89",F,2
MT,INDETERMINADA,IGNORADO,"80 - 89",M,4
MT,INDETERMINADA,OUTRO,"80 - 89",M,1
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,9
MT,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,15
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,83
MT,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,65
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,30
MT,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,39
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,14
MT,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,11
MT,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
MT,PNEUMONIA,DOMICILIO,"80 - 89",F,15
MT,PNEUMONIA,DOMICILIO,"80 - 89",M,14
MT,PNEUMONIA,HOSPITAL,"80 - 89",F,216
MT,PNEUMONIA,HOSPITAL,"80 - 89",M,249
MT,PNEUMONIA,IGNORADO,"80 - 89",F,80
MT,PNEUMONIA,IGNORADO,"80 - 89",M,100
MT,PNEUMONIA,OUTRO,"80 - 89",F,17
MT,PNEUMONIA,OUTRO,"80 - 89",M,13
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
MT,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
MT,SEPTICEMIA,DOMICILIO,"80 - 89",F,3
MT,SEPTICEMIA,DOMICILIO,"80 - 89",M,8
MT,SEPTICEMIA,HOSPITAL,"80 - 89",F,119
MT,SEPTICEMIA,HOSPITAL,"80 - 89",I,1
MT,SEPTICEMIA,HOSPITAL,"80 - 89",M,136
MT,SEPTICEMIA,IGNORADO,"80 - 89",F,64
MT,SEPTICEMIA,IGNORADO,"80 - 89",M,59
MT,SEPTICEMIA,OUTRO,"80 - 89",F,13
MT,SEPTICEMIA,OUTRO,"80 - 89",M,11
MT,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
MT,SEPTICEMIA,SAMU,"80 - 89",F,1
MT,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,1
MT,SRAG,HOSPITAL,"80 - 89",F,5
MT,SRAG,HOSPITAL,"80 - 89",M,4
MT,SRAG,IGNORADO,"80 - 89",F,1
PA,OUTRAS,AMBULANCIA,"80 - 89",F,2
PA,OUTRAS,AMBULANCIA,"80 - 89",M,3
PA,OUTRAS,DOMICILIO,"80 - 89",F,418
PA,OUTRAS,DOMICILIO,"80 - 89",M,564
PA,OUTRAS,HOSPITAL,"80 - 89",F,449
PA,OUTRAS,HOSPITAL,"80 - 89",I,1
PA,OUTRAS,HOSPITAL,"80 - 89",M,461
PA,OUTRAS,IGNORADO,"80 - 89",F,14
PA,OUTRAS,IGNORADO,"80 - 89",M,20
PA,OUTRAS,OUTRO,"80 - 89",F,22
PA,OUTRAS,OUTRO,"80 - 89",M,30
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,39
PA,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,69
PA,OUTRAS,VIA_PUBLICA,"80 - 89",F,7
PA,OUTRAS,VIA_PUBLICA,"80 - 89",M,12
PA,COVID,DOMICILIO,"80 - 89",M,1
PA,COVID,HOSPITAL,"80 - 89",F,9
PA,COVID,HOSPITAL,"80 - 89",M,13
PA,COVID,IGNORADO,"80 - 89",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PA,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PA,INDETERMINADA,DOMICILIO,"80 - 89",F,20
PA,INDETERMINADA,DOMICILIO,"80 - 89",M,14
PA,INDETERMINADA,HOSPITAL,"80 - 89",F,1
PA,INDETERMINADA,HOSPITAL,"80 - 89",M,2
PA,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,46
PA,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,45
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,147
PA,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,151
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
PA,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,2
PA,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,3
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,27
PA,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,26
PA,PNEUMONIA,DOMICILIO,"80 - 89",F,73
PA,PNEUMONIA,DOMICILIO,"80 - 89",M,78
PA,PNEUMONIA,HOSPITAL,"80 - 89",F,523
PA,PNEUMONIA,HOSPITAL,"80 - 89",M,521
PA,PNEUMONIA,IGNORADO,"80 - 89",F,1
PA,PNEUMONIA,IGNORADO,"80 - 89",M,2
PA,PNEUMONIA,OUTRO,"80 - 89",F,5
PA,PNEUMONIA,OUTRO,"80 - 89",M,12
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,66
PA,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,48
PA,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,1
PA,SEPTICEMIA,DOMICILIO,"80 - 89",F,26
PA,SEPTICEMIA,DOMICILIO,"80 - 89",M,25
PA,SEPTICEMIA,HOSPITAL,"80 - 89",F,230
PA,SEPTICEMIA,HOSPITAL,"80 - 89",M,237
PA,SEPTICEMIA,IGNORADO,"80 - 89",F,1
PA,SEPTICEMIA,OUTRO,"80 - 89",F,1
PA,SEPTICEMIA,OUTRO,"80 - 89",M,4
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,28
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,22
PA,SRAG,DOMICILIO,"80 - 89",F,1
PA,SRAG,DOMICILIO,"80 - 89",M,1
PA,SRAG,HOSPITAL,"80 - 89",F,7
PA,SRAG,HOSPITAL,"80 - 89",M,14
PA,SRAG,OUTRO,"80 - 89",M,1
PA,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PA,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PB,OUTRAS,DOMICILIO,"80 - 89",F,590
PB,OUTRAS,DOMICILIO,"80 - 89",M,524
PB,OUTRAS,HOSPITAL,"80 - 89",F,563
PB,OUTRAS,HOSPITAL,"80 - 89",M,505
PB,OUTRAS,IGNORADO,"80 - 89",F,1
PB,OUTRAS,IGNORADO,"80 - 89",M,3
PB,OUTRAS,OUTRO,"80 - 89",F,20
PB,OUTRAS,OUTRO,"80 - 89",M,21
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,36
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,34
PB,OUTRAS,VIA_PUBLICA,"80 - 89",F,2
PB,OUTRAS,VIA_PUBLICA,"80 - 89",M,7
PB,COVID,HOSPITAL,"80 - 89",F,9
PB,COVID,HOSPITAL,"80 - 89",M,8
PB,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PB,INDETERMINADA,DOMICILIO,"80 - 89",F,5
PB,INDETERMINADA,DOMICILIO,"80 - 89",M,10
PB,INDETERMINADA,HOSPITAL,"80 - 89",F,1
PB,INDETERMINADA,OUTRO,"80 - 89",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,82
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,57
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,158
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,135
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,1
PB,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,1
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,5
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,8
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,8
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
PB,PNEUMONIA,DOMICILIO,"80 - 89",F,63
PB,PNEUMONIA,DOMICILIO,"80 - 89",M,76
PB,PNEUMONIA,HOSPITAL,"80 - 89",F,648
PB,PNEUMONIA,HOSPITAL,"80 - 89",M,443
PB,PNEUMONIA,IGNORADO,"80 - 89",F,1
PB,PNEUMONIA,IGNORADO,"80 - 89",M,1
PB,PNEUMONIA,OUTRO,"80 - 89",F,3
PB,PNEUMONIA,OUTRO,"80 - 89",M,7
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,26
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,15
PB,SEPTICEMIA,DOMICILIO,"80 - 89",F,51
PB,SEPTICEMIA,DOMICILIO,"80 - 89",M,29
PB,SEPTICEMIA,HOSPITAL,"80 - 89",F,421
PB,SEPTICEMIA,HOSPITAL,"80 - 89",M,357
PB,SEPTICEMIA,IGNORADO,"80 - 89",M,1
PB,SEPTICEMIA,OUTRO,"80 - 89",F,6
PB,SEPTICEMIA,OUTRO,"80 - 89",M,1
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,22
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,11
PB,SRAG,DOMICILIO,"80 - 89",F,1
PB,SRAG,DOMICILIO,"80 - 89",M,1
PB,SRAG,HOSPITAL,"80 - 89",F,14
PB,SRAG,HOSPITAL,"80 - 89",M,10
PB,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PB,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PE,OUTRAS,DOMICILIO,"80 - 89",F,996
PE,OUTRAS,DOMICILIO,"80 - 89",M,854
PE,OUTRAS,HOSPITAL,"80 - 89",F,1348
PE,OUTRAS,HOSPITAL,"80 - 89",M,1140
PE,OUTRAS,IGNORADO,"80 - 89",F,25
PE,OUTRAS,IGNORADO,"80 - 89",M,17
PE,OUTRAS,OUTRO,"80 - 89",F,22
PE,OUTRAS,OUTRO,"80 - 89",M,34
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,97
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,52
PE,OUTRAS,VIA_PUBLICA,"80 - 89",F,4
PE,OUTRAS,VIA_PUBLICA,"80 - 89",M,9
PE,COVID,HOSPITAL,"80 - 89",F,19
PE,COVID,HOSPITAL,"80 - 89",M,16
PE,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,1
PE,INDETERMINADA,DOMICILIO,"80 - 89",F,10
PE,INDETERMINADA,DOMICILIO,"80 - 89",M,14
PE,INDETERMINADA,HOSPITAL,"80 - 89",F,5
PE,INDETERMINADA,HOSPITAL,"80 - 89",M,1
PE,INDETERMINADA,IGNORADO,"80 - 89",M,1
PE,INDETERMINADA,OUTRO,"80 - 89",M,1
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PE,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,145
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,93
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,343
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,225
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",F,3
PE,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"80 - 89",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,6
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,5
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,20
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,17
PE,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,1
PE,PNEUMONIA,AMBULANCIA,"80 - 89",F,1
PE,PNEUMONIA,DOMICILIO,"80 - 89",F,189
PE,PNEUMONIA,DOMICILIO,"80 - 89",M,156
PE,PNEUMONIA,HOSPITAL,"80 - 89",F,925
PE,PNEUMONIA,HOSPITAL,"80 - 89",M,667
PE,PNEUMONIA,IGNORADO,"80 - 89",F,10
PE,PNEUMONIA,IGNORADO,"80 - 89",M,9
PE,PNEUMONIA,OUTRO,"80 - 89",F,14
PE,PNEUMONIA,OUTRO,"80 - 89",M,10
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,47
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,29
PE,PNEUMONIA,VIA_PUBLICA,"80 - 89",F,2
PE,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
PE,SEPTICEMIA,DOMICILIO,"80 - 89",F,100
PE,SEPTICEMIA,DOMICILIO,"80 - 89",M,82
PE,SEPTICEMIA,HOSPITAL,"80 - 89",F,1366
PE,SEPTICEMIA,HOSPITAL,"80 - 89",M,988
PE,SEPTICEMIA,IGNORADO,"80 - 89",F,11
PE,SEPTICEMIA,IGNORADO,"80 - 89",M,6
PE,SEPTICEMIA,OUTRO,"80 - 89",F,5
PE,SEPTICEMIA,OUTRO,"80 - 89",M,6
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,64
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,28
PE,SEPTICEMIA,VIA_PUBLICA,"80 - 89",F,2
PE,SRAG,DOMICILIO,"80 - 89",F,5
PE,SRAG,DOMICILIO,"80 - 89",M,1
PE,SRAG,HOSPITAL,"80 - 89",F,12
PE,SRAG,HOSPITAL,"80 - 89",M,17
PE,SRAG,IGNORADO,"80 - 89",F,1
PE,SRAG,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PI,OUTRAS,AMBULANCIA,"80 - 89",F,2
PI,OUTRAS,AMBULANCIA,"80 - 89",M,2
PI,OUTRAS,DOMICILIO,"80 - 89",F,345
PI,OUTRAS,DOMICILIO,"80 - 89",M,322
PI,OUTRAS,HOSPITAL,"80 - 89",F,258
PI,OUTRAS,HOSPITAL,"80 - 89",M,256
PI,OUTRAS,IGNORADO,"80 - 89",M,2
PI,OUTRAS,OUTRO,"80 - 89",F,7
PI,OUTRAS,OUTRO,"80 - 89",M,13
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,10
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,5
PI,OUTRAS,VIA_PUBLICA,"80 - 89",F,3
PI,OUTRAS,VIA_PUBLICA,"80 - 89",M,6
PI,COVID,HOSPITAL,"80 - 89",F,4
PI,COVID,HOSPITAL,"80 - 89",M,8
PI,INDETERMINADA,DOMICILIO,"80 - 89",F,2
PI,INDETERMINADA,DOMICILIO,"80 - 89",M,1
PI,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
PI,INSUFICIENCIA_RESPIRATORIA,AMBULANCIA,"80 - 89",M,3
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,79
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,92
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,75
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,104
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,4
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,2
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
PI,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,1
PI,PNEUMONIA,DOMICILIO,"80 - 89",F,41
PI,PNEUMONIA,DOMICILIO,"80 - 89",M,50
PI,PNEUMONIA,HOSPITAL,"80 - 89",F,263
PI,PNEUMONIA,HOSPITAL,"80 - 89",M,243
PI,PNEUMONIA,OUTRO,"80 - 89",F,4
PI,PNEUMONIA,OUTRO,"80 - 89",M,5
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,7
PI,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,10
PI,PNEUMONIA,POSTO_SAUDE,"80 - 89",M,1
PI,PNEUMONIA,VIA_PUBLICA,"80 - 89",M,1
PI,SEPTICEMIA,DOMICILIO,"80 - 89",F,16
PI,SEPTICEMIA,DOMICILIO,"80 - 89",M,15
PI,SEPTICEMIA,HOSPITAL,"80 - 89",F,172
PI,SEPTICEMIA,HOSPITAL,"80 - 89",M,135
PI,SEPTICEMIA,IGNORADO,"80 - 89",M,1
PI,SEPTICEMIA,OUTRO,"80 - 89",F,5
PI,SEPTICEMIA,OUTRO,"80 - 89",M,2
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,4
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PI,SRAG,DOMICILIO,"80 - 89",F,1
PI,SRAG,DOMICILIO,"80 - 89",M,2
PI,SRAG,HOSPITAL,"80 - 89",F,2
PI,SRAG,HOSPITAL,"80 - 89",M,2
PR,OUTRAS,DOMICILIO,"80 - 89",F,1366
PR,OUTRAS,DOMICILIO,"80 - 89",M,1330
PR,OUTRAS,HOSPITAL,"80 - 89",F,2014
PR,OUTRAS,HOSPITAL,"80 - 89",M,1700
PR,OUTRAS,IGNORADO,"80 - 89",F,1
PR,OUTRAS,IGNORADO,"80 - 89",M,6
PR,OUTRAS,OUTRO,"80 - 89",F,108
PR,OUTRAS,OUTRO,"80 - 89",M,100
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",F,117
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"80 - 89",M,113
PR,OUTRAS,POSTO_SAUDE,"80 - 89",F,1
PR,OUTRAS,POSTO_SAUDE,"80 - 89",M,2
PR,OUTRAS,VIA_PUBLICA,"80 - 89",F,6
PR,OUTRAS,VIA_PUBLICA,"80 - 89",M,21
PR,COVID,DOMICILIO,"80 - 89",F,2
PR,COVID,DOMICILIO,"80 - 89",M,3
PR,COVID,HOSPITAL,"80 - 89",F,48
PR,COVID,HOSPITAL,"80 - 89",M,56
PR,COVID,OUTRO,"80 - 89",M,2
PR,COVID,OUTROS_SERVICOS_SAUDE,"80 - 89",F,2
PR,INDETERMINADA,DOMICILIO,"80 - 89",F,55
PR,INDETERMINADA,DOMICILIO,"80 - 89",M,49
PR,INDETERMINADA,HOSPITAL,"80 - 89",F,4
PR,INDETERMINADA,HOSPITAL,"80 - 89",M,4
PR,INDETERMINADA,OUTRO,"80 - 89",F,3
PR,INDETERMINADA,OUTRO,"80 - 89",M,5
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,3
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,2
PR,INDETERMINADA,VIA_PUBLICA,"80 - 89",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",F,103
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"80 - 89",M,85
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",F,384
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"80 - 89",M,341
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",F,8
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"80 - 89",M,11
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",F,26
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"80 - 89",M,25
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",F,2
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"80 - 89",M,2
PR,PNEUMONIA,DOMICILIO,"80 - 89",F,94
PR,PNEUMONIA,DOMICILIO,"80 - 89",M,108
PR,PNEUMONIA,HOSPITAL,"80 - 89",F,1803
PR,PNEUMONIA,HOSPITAL,"80 - 89",I,1
PR,PNEUMONIA,HOSPITAL,"80 - 89",M,1689
PR,PNEUMONIA,OUTRO,"80 - 89",F,19
